z_bin,sample_type,logM_bin_cen,dlogM,log_phi,logphi_err_plus,logphi_err_minus,phi_Mpc3dex,imf,h_units,reference,source_table,notes
0.75-1.00,quiescent,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
0.75-1.00,quiescent,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
0.75-1.00,quiescent,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
0.75-1.00,quiescent,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
0.75-1.00,quiescent,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
0.75-1.00,quiescent,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
0.75-1.00,quiescent,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
0.75-1.00,quiescent,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,8.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,8.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,9.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,9.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,9.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,9.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.00-1.25,quiescent,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,8.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,8.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,9.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,9.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,9.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,9.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.25-1.50,quiescent,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,8.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,8.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,9.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,9.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,9.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,9.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
1.50-2.00,quiescent,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,8.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,8.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,9.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,9.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,9.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,9.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.00-2.50,quiescent,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,8.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,8.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,9.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,9.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,9.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,9.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
2.50-3.00,quiescent,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Tomczak et al. 2014, ApJ 783, 85",Tomczak2014_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
