source,z_center,z_low,z_high,log10_L,phi_Mpc3_dex,sigma_phi,band_or_bol,absorbed_flag,fig_panel,notes
Hopkins2006,1.903090,,,bolometric,1.353178e-05,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,1.006144e-05,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,7.477510e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,5.550055e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,4.105367e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,3.009368e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,2.154902e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,1.457186e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,8.714963e-07,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,4.249006e-07,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,1.642431e-07,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,5.337970e-08,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,1.581464e-08,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,1.903090,,,bolometric,4.499569e-09,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,1.819586e-05,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,1.353178e-05,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,1.006144e-05,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,7.477510e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,5.550055e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,4.105367e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,3.009368e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,2.154902e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,1.457186e-06,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,8.714963e-07,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,4.249006e-07,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,1.642431e-07,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,5.337970e-08,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,1.581464e-08,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.403090,,,bolometric,4.499569e-09,,bolometric,,fit-sample,params@z=1.0
Hopkins2006,2.903090,,,bolometric,1.513523e-05,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,1.125639e-05,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,8.371025e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,6.224080e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,4.625404e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,3.432651e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,2.538189e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,1.858771e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,1.327721e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,8.926666e-07,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,5.279201e-07,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,2.533920e-07,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,9.657659e-08,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,3.112244e-08,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,2.903090,,,bolometric,9.184293e-09,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,1.513523e-05,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,1.125639e-05,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,8.371025e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,6.224080e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,4.625404e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,3.432651e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,2.538189e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,1.858771e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,1.327721e-06,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,8.926666e-07,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,5.279201e-07,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,2.533920e-07,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,9.657659e-08,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,3.112244e-08,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.403090,,,bolometric,9.184293e-09,,bolometric,,fit-sample,params@z=2.0
Hopkins2006,3.903090,,,bolometric,8.709498e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,6.477540e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,4.817343e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,3.582225e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,2.662919e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,1.977823e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,1.465593e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,1.079371e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,7.822491e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,5.444369e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,3.454174e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,1.842596e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,7.792811e-08,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,2.686763e-08,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,3.903090,,,bolometric,8.192711e-09,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,8.709498e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,6.477540e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,4.817343e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,3.582225e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,2.662919e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,1.977823e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,1.465593e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,1.079371e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,7.822491e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,5.444369e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,3.454174e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,1.842596e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,7.792811e-08,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,2.686763e-08,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,4.903090,,,bolometric,8.192711e-09,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,8.709498e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,6.477540e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,4.817343e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,3.582225e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,2.662919e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,1.977823e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,1.465593e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,1.079371e-06,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,7.822491e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,5.444369e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,3.454174e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,1.842596e-07,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,7.792811e-08,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,2.686763e-08,,bolometric,,fit-sample,params@z=3.0
Hopkins2006,5.903090,,,bolometric,8.192711e-09,,bolometric,,fit-sample,params@z=3.0
